input_param,cas_number,ParamDesc,input_unit,parameter_id,conversion,unit_solid,result_type,matrix_state,sample_fraction,sample_fraction_AC,result_value_type,result_speciation_id,result_speciation_AC,NEW_param_needed,NEW_speciation_needed,NEW_fraction_needed,NEW_protocol_needed,FLAG_AC_params_edit,FLAG_review,FLAG_notes_combined,ignore,result_offset,mapping_status
Thorium228,14274-82-9,Thorium228,Bq/L,1448,1,"",2,1,,,1,,,Thorium-228,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Thorium230,14269-63-7,Thorium230,Bq/L,1449,1,"",2,1,,,1,,,Thorium-230,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Thorium234,15065-10-8,Thorium234,Bq/L,1450,1,"",2,1,,,1,,,Thorium-234,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Th-T,"","Thorium, total",mg/L,1139,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Th-T_S,"","Thorium, Total in sediment",mg/kg,1139,1,mg/kg,2,2,19,19,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
Ti-D,"","Titanium, dissolved",mg/L,1141,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Ti-E,"","Titanium, extractable",mg/L,1141,1,"",2,1,6,6,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Ti-T,"","Titanium, total",mg/L,1141,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Ti-T_S,"","Titanium, Total in Sediment",mg/kg,1141,1,mg/kg,2,2,19,19,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
Tl-D,"","Thallium, dissolved",mg/L,1138,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Tl-E,"","Thallium, extractable",mg/L,1138,1,"",2,1,6,6,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Tl-T,"","Thallium, total",mg/L,1138,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Tl-T_S,"","Thallium, Total in Sediment",mg/kg,1138,1,mg/kg,2,2,19,19,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
TOC_Height,"",Top of Casing Height,m,1451,1,"",1,2,,,1,,,top of casing height,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Tolue,"",Toluene,µg/L,612,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Tolue_S,"","Toluene, in sediment",mg/kg,612,1,mg/kg,2,2,,,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
Tonal,21145-77-7,Tonalide,ng/L,1452,1,"",2,1,,,1,,,Tonalide,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
TotSolids,"",Total Solids,mg/L,106,1,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Traes,68857-95-4,Traeseolide,ng/L,620,1e-06,"",2,1,,,1,,,"","",,"",,TRUE,"SOURCE_FIELDS_RESTORED_FROM_EQWIN_CATALOG; MAPPED_TO_EXISTING_AC_PARAMETER: traseolide, ng/L to mg/l; TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED | EQWin duplicate review: mapped to existing AquaCache parameter 'traseolide'.",FALSE,0,mapped_existing_parameter
transmit,"","Transmittance, UV (@ 254nm)",% T/cm,1453,1,"",3,1,,,1,,,"Transmittance, UV (@ 254nm)","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Triclo,"",Triclosan,ng/L,629,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
triclocarban,"",Personal Care Products,ng/l,628,1e-06,"",3,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Triclopyr,"","Herbicide, C7H4Cl3NO3",µg/L,1022,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
triclosan,"",Personal Care Products,ng/l,629,1e-06,"",3,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
trimethoprim,"",Antibiotics,ng/l,632,1e-06,"",3,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
TSS,"",Total Suspended Solids,mg/L,107,1,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
TSS-BG,"",TSS-Background,mg/L,107,1,"",3,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
TTCA,"",Tetrachloroethane,µg/L,1454,0.001,"",2,1,,,1,,,Tetrachloroethane,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
TTHM,"",Total Trihalomethanes,mg/L,631,1,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Turb,"","Turbidity (not specified F,L)",NTU,19,1,"",3,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Turb-F,"","Turbidity, field",NTU,19,1,"",1,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Turb-F-FNU,"","Turbidity, field (in FNU)",FNU,1455,1,"",1,1,,,1,,,Turbidity - FNU,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Turb-L,"","Turbidity, lab",NTU,19,1,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
U-D,"","Uranium, dissolved",mg/L,90,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
U-E,"","Uranium, extractable",mg/L,90,1,"",2,1,6,6,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Uranium235,15117-96-1,Uranium235,Bq/L,1456,1,"",2,1,,,1,,,Uranium-235,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
U-T,"","Uranium, total",mg/L,90,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
U-T_S,"","Uranium, total in sediments.",mg/kg,90,1,mg/kg,2,2,19,19,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
V-D,"","Vanadium, dissolved",mg/L,1143,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
V-E,"","Vanadium, extractable",mg/L,1143,1,"",2,1,6,6,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
venlafaxine,"",Anti-Depressants,ng/l,634,1e-06,"",3,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
VH,"",Volatile Hydrocarbons (C6-10) + BTEX,mg/L,1457,1,"",2,1,,,1,,,Volatile Hydrocarbons (C6-10) + BTEX,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
VH_S,"",Volatile Hydrocarbons (C6-10) in sediment,mg/kg,454,1,mg/kg,2,2,,,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
vin-Cl,"",Vinyl Chloride,µg/L,635,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
VPH,"",Volatile Petroleum Hydrocarbons (C6-10) - BTEX,mg/L,1458,1,"",2,1,,,1,,,Volatile Petroleum Hydrocarbons (C6-10) - BTEX,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
VPH_S,"",Volatile Petroleum Hydrocarbons (C6-10) in sedimen,mg/kg,557,1,mg/kg,2,2,,,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
VSS,"",Volatile Suspended Solids,mg/L,110,1,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
V-T,"","Vanadium, total",mg/L,1143,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
V-T_S,"","Vanadium, Total in Sediment",mg/kg,1143,1,mg/kg,2,2,19,19,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
W-D,"","Tungsten, dissolved",mg/L,1142,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Well_Depth,"",Well Depth in Meter below TOC,m,1459,1,"",1,1,,,1,,,well depth,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
WLevel_Elev,"",Well Water Level provided as masl (pre-calculated),masl,1166,1,"",1,1,,,3,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
WLevel_SG,"",Water Level measured on Staff Gauge,m,1165,1,"",1,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
W-T,"","Tungsten, total",mg/L,1142,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
W-T_S,"","Tungsten, Total in sediment",mg/kg,1142,1,mg/kg,2,2,19,19,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
WWaterLevel,"",Well Water Level as measured from Below the TOC,mbTOC,1460,1,"",1,1,,,1,,,Well Water Level as measured from Below the TOC,"",,"",,FALSE,MISSING_FROM_KEY; VALID_EQWIN_PARAMETER_REQUIRES_NEW_AC_PARAMETER; TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
XChloride,"","Chloride for historical data only, catch all for all unknown, use Chlord-IC or Chlor-C",mg/L,1069,1,"",3,1,26,26,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
XHard,"",Hardness (historic data T or D not specified),mg/L,100,1,"",3,1,26,26,1,3,3,"","",,"",,FALSE,CORRECTED_INVALID_HARDNESS_SPECIATION_TO_AS_CACO3,FALSE,0,mapped_existing_parameter
XLC50,"","Unknow Species, Lethal Concentration@ 50% Mortal",%,1461,1,"",2,1,,,3,,,"Unknown Species, Lethal Concentration @ 50% Mortality","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
XLC50-pH,"","Unknown, LC@50% mortal, pH stabalized",%,1462,1,"",2,1,,,1,,,"Unknown, LC@50% mortal, pH stabalized","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
XLT50,"",Lethal Time for  50% Mortality @ 100% conc.,h,1463,1,"",2,1,,,1,,,Lethal Time for 50% Mortality @ 100% Concentration (XLT50),"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
XLT50-Daphnia,"",Daphnia LT50 48 hour @ 100 % conc.,h,1464,1,"",2,1,,,1,,,Daphnia LT50 48 hour @ 100 % conc.,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
XLT50-pH,"",Lethal Time for  50% Mortality @ 100% conc. pH stabilized,h,1465,1,"",2,1,,,1,,,Lethal Time for  50% Mortality @ 100% conc. pH stabilized,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
XNH3,"",Catch All for N-NH3,mg/L,1030,1,"",3,1,26,26,1,14,14,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
XNO2,"",Nitrite,mg/L,1037,1,"",3,1,26,26,1,19,19,"","",,"",,FALSE,MAYBE_ROW_CONFIRMED_USEFUL_FROM_EXISTING_MAPPING,FALSE,0,mapped_existing_parameter
XNO3,"",Nitrate,mg/L,1036,1,"",3,1,26,26,1,20,20,"","",,"",,FALSE,MAYBE_ROW_CONFIRMED_USEFUL_FROM_EXISTING_MAPPING,FALSE,0,mapped_existing_parameter
XTDS,"","Unknown Lab TDS, before we split into TDS_C and TDS_G",mg/L,104,1,"",3,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
XWLevel,"","Water Level, Gauge reading, Piezometric reading",m,1166,1,"",1,1,,,1,,,"","",,"",,FALSE,MAYBE_ROW_CONFIRMED_USEFUL_FROM_EXISTING_MAPPING,FALSE,0,mapped_existing_parameter
Xyl-mp,"",Xylenes (meta and para),µg/L,477,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Xyl-o,"",Xylenes (ortho),µg/L,542,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Xyl-T,"","Xylenes, Total (ortho, meta, and para)",µg/L,618,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Xyl-T_S,"","Xylenes, Total (ortho, meta, and para) in sediment",mg/kg,618,1,mg/kg,2,2,,,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
Y-D,"","Yttrium (Y), Dissolved",mg/L,1145,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Y-T,"",Yttrium - Total,mg/L,1145,1,"",3,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Zn-D,"","Zinc, dissolved",mg/L,1146,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Zn-D_CCME_PAL,"",Zn-D_CCME_PAL,"",1109,0.001,"",2,1,5,5,1,,,"","",,"",,TRUE,SOURCE_FIELDS_RESTORED_FROM_EQWIN_CATALOG,TRUE,0,ignored
Zn-D_CCME_PAL_LT,"",Zn-D CCME Protection of Aq Life Long term Expos,mg/L,1146,1,"",2,1,5,5,3,,,"","",,"",,FALSE,"",TRUE,0,ignored
Zn-D_CCME_PAL_ST,"",Zn-D CCME Protection of Aq Short Term Expos,mg/L,1146,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",TRUE,0,ignored
Zn-D_CSR_s3_fAL,"","Zinc, dissolved, CSR sched 3 freshwater aquatic",mg/L,1146,1,"",2,1,5,5,3,,,"","",,"",,FALSE,"",TRUE,0,ignored
Zn-E,"","Zinc, extractable",mg/L,1146,1,"",2,1,6,6,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Zn-T,"","Zinc, total",mg/L,1146,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Zn-T_BCMOE_fAL_lt,"","Zinc-T, BCMOE, FW aquatic life, long term",mg/L,1146,1,"",2,1,19,19,3,,,"","",,"",,FALSE,"",TRUE,0,ignored
Zn-T_BCMOE_st_fAL,"","Zinc-T, BC MOE, freshH2O aquatic life, short term",mg/L,1146,1,"",2,1,19,19,3,,,"","",,"",,FALSE,"",TRUE,0,ignored
Zn-T_CRS_s3_fAL_SW,"","Zinc, Total, CSR sched 3 FAQ, SW",mg/L,1146,1,"",2,1,19,19,3,,,"","",,"",,FALSE,"",TRUE,0,ignored
Zn-T_S,"","Zinc, Total in Sediment",mg/kg,1146,1,mg/kg,2,2,19,19,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
Zr-D,"","Zirconium, dissolved",mg/L,1147,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Zr-T,"","Zirconium, total",mg/L,1147,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Zr-T_S,"","Zirconium, Total in Sediment",mg/kg,1147,1,mg/kg,2,2,19,19,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
