input_param,cas_number,ParamDesc,input_unit,parameter_id,conversion,unit_solid,result_type,matrix_state,sample_fraction,sample_fraction_AC,result_value_type,result_speciation_id,result_speciation_AC,NEW_param_needed,NEW_speciation_needed,NEW_fraction_needed,NEW_protocol_needed,FLAG_AC_params_edit,FLAG_review,FLAG_notes_combined,ignore,result_offset,mapping_status
bisphenol-A,80-05-7,Industrial Estrogens,ng/l,245,1e-06,"",3,1,,,1,,,"","",,"",TRUE,FALSE,Need to fix CAS number in AC_params,FALSE,0,mapped_existing_parameter
bisphenol-S,"",Industrial Estrogens,ng/l,312,1e-06,"",3,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Bi-T,"","Bismuth, total",mg/L,1055,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Bi-T_S,"","Bismuth, Total in Sediment",mg/kg,1055,1,mg/kg,2,2,19,19,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
BMA,74-83-9,Bromomethane,µg/L,889,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
BOD5,"","Biochemical Oxygen Demand, 5-day",mg/L,93,1,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
BOGUS,"","","",,1,"",2,1,,,1,,,"","",,"",,TRUE,SOURCE_FIELDS_RESTORED_FROM_EQWIN_CATALOG,TRUE,0,ignored
Br,"",Bromine,mg/L,1059,1,"",2,1,26,26,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
BrBenz,"",Bromobenzene,µg/L,315,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Brodifacoum,"","Rodenticide, C31H23BrO3",µg/L,313,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Bromacil,"","Herbicide, C₉H₁₃BrN₂O₂,",µg/L,716,0.001,"",2,1,,,1,,,"","",,"",,TRUE,SOURCE_FIELDS_RESTORED_FROM_EQWIN_CATALOG,FALSE,0,mapped_existing_parameter
Bromide,"",Bromide,mg/L,1058,1,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Bromoxynil,"","Herbicide, C7H3Br2NO",µg/L,719,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
B-Sito,83-46-5,beta-sitosterol,ng/L,1293,1,"",2,1,,,1,,,beta-sitosterol,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
B-T,"","Boron, total",mg/L,1056,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
B-T_S,"","Boron, total in sediments.",mg/kg,1056,1,mg/kg,2,2,19,19,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
BTEX,"","benzene, toluene, ethylbenzene and xylene",µg/L,318,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C10H8,"",Naphthalene-d8,%,1294,1,"",2,1,,,1,,,"Naphthalene-d8, %","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C12DCE,"","cis-1,2-Dichloroethylene",µg/L,377,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C12H18O2,"",C12H18O2,ng/L,1295,1e-06,"",2,1,,,1,,,C12H18O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C12H20O2,"",C12H20O2,ng/L,1296,1e-06,"",2,1,,,1,,,C12H20O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C12H22O2,"",C12H22O2,ng/L,1297,1e-06,"",2,1,,,1,,,C12H22O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C12H24O2,"",C12H24O2,ng/L,1298,1e-06,"",2,1,,,1,,,C12H24O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C13DCPE,10061-01-5,"cis-1,3-Dichloropropylene",µg/L,751,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C13H20O2,"",C13H20O2,ng/L,1299,1e-06,"",2,1,,,1,,,C13H20O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C13H22O2,"",C13H22O2,ng/L,1300,1e-06,"",2,1,,,1,,,C13H22O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C13H24O2,"",C13H24O2,ng/L,1301,1e-06,"",2,1,,,1,,,C13H24O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C13H26O2,"",C13H26O2,ng/L,1302,1e-06,"",2,1,,,1,,,C13H26O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C14H10,"",Phenanthrene-d10,%,1303,1,"",2,1,,,1,,,"Phenanthrene-d10, %","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C14H20O2,"",C14H20O2,ng/L,1304,1e-06,"",2,1,,,1,,,C14H20O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C14H22O2,"",C14H22O2,ng/L,1305,1e-06,"",2,1,,,1,,,C14H22O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C14H24O2,"",C14H24O2,ng/L,1306,1e-06,"",2,1,,,1,,,C14H24O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C14H26O2,"",C14H26O2,ng/L,1307,1e-06,"",2,1,,,1,,,C14H26O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C14H28O2,"",C14H28O2,ng/L,1308,1e-06,"",2,1,,,1,,,C14H28O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C15H18O2,"",C15H18O2,ng/L,1309,1e-06,"",2,1,,,1,,,C15H18O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C15H20O2,"",C15H20O2,ng/L,1310,1e-06,"",2,1,,,1,,,C15H20O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C15H22O2,"",C15H22O2,ng/L,1311,1e-06,"",2,1,,,1,,,C15H22O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C15H24O2,"",C15H24O2,ng/L,1312,1e-06,"",2,1,,,1,,,C15H24O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C15H26O2,"",C15H26O2,ng/L,1313,1e-06,"",2,1,,,1,,,C15H26O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C15H28O2,"",C15H28O2,ng/L,1314,1e-06,"",2,1,,,1,,,C15H28O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C15H30O2,"",C15H30O2,ng/L,1315,1e-06,"",2,1,,,1,,,C15H30O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C16H20O2,"",C16H20O2,ng/L,1316,1e-06,"",2,1,,,1,,,C16H20O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C16H22O2,"",C16H22O2,ng/L,1317,1e-06,"",2,1,,,1,,,C16H22O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C16H24O2,"",C16H24O2,ng/L,1318,1e-06,"",2,1,,,1,,,C16H24O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C16H26O2,"",C16H26O2,ng/L,1319,1e-06,"",2,1,,,1,,,C16H26O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C16H28O2,"",C16H28O2,ng/L,1320,1e-06,"",2,1,,,1,,,C16H28O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C16H30O2,"",C16H30O2,ng/L,1321,1e-06,"",2,1,,,1,,,C16H30O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C16H32O2,"",C16H32O2,ng/L,1322,1e-06,"",2,1,,,1,,,C16H32O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C17H22O2,"",C17H22O2,ng/L,1323,1e-06,"",2,1,,,1,,,C17H22O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C17H24O2,"",C17H24O2,ng/L,1324,1e-06,"",2,1,,,1,,,C17H24O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C17H26O2,"",C17H26O2,ng/L,1325,1e-06,"",2,1,,,1,,,C17H26O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C17H28O2,"",C17H28O2,ng/L,1326,1e-06,"",2,1,,,1,,,C17H28O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C17H30O2,"",C17H30O2,ng/L,1327,1e-06,"",2,1,,,1,,,C17H30O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C17H32O2,"",C17H32O2,ng/L,1328,1e-06,"",2,1,,,1,,,C17H32O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C17H34O2,"",C17H34O2,ng/L,1329,1e-06,"",2,1,,,1,,,C17H34O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C18H12,"",Chrysene-d12,%,1330,1,"",2,1,,,1,,,"Chrysene-d12, %","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C18H24O2,"",C18H24O2,ng/L,1331,1e-06,"",2,1,,,1,,,C18H24O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C18H26O2,"",C18H26O2,ng/L,1332,1e-06,"",2,1,,,1,,,C18H26O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C18H28O2,"",C18H28O2,ng/L,1333,1e-06,"",2,1,,,1,,,C18H28O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C18H30O2,"",C18H30O2,ng/L,1334,1e-06,"",2,1,,,1,,,C18H30O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C18H32O2,"",C18H32O2,ng/L,1335,1e-06,"",2,1,,,1,,,C18H32O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C18H34O2,"",C18H34O2,ng/L,1336,1e-06,"",2,1,,,1,,,C18H34O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C18H36O2,"",C18H36O2,ng/L,1337,1e-06,"",2,1,,,1,,,C18H36O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C19H26O2,"",C19H26O2,ng/L,1338,1e-06,"",2,1,,,1,,,C19H26O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C19H28O2,"",C19H28O2,ng/L,1339,1e-06,"",2,1,,,1,,,C19H28O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C19H30O2,"",C19H30O2,ng/L,1340,1e-06,"",2,1,,,1,,,C19H30O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C19H32O2,"",C19H32O2,ng/L,1341,1e-06,"",2,1,,,1,,,C19H32O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C19H34O2,"",C19H34O2,ng/L,1342,1e-06,"",2,1,,,1,,,C19H34O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C19H36O2,"",C19H36O2,ng/L,1343,1e-06,"",2,1,,,1,,,C19H36O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C19H38O2,"",C19H38O2,ng/L,1344,1e-06,"",2,1,,,1,,,C19H38O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C1-Acenaphthenes,"",C1-Acenaphthenes,ng/L,324,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C1-Benzo-a-anthracenes-Chrysenes,"",C1-Benzo[a]anthracenes/Chrysenes,ng/L,325,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C1-Benzofluoranthenes-Benzopyrenes,"",C1-Benzofluoranthenes/Benzopyrenes,ng/L,326,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C1-Biphenyls,"",C1-Biphenyls,ng/L,327,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C1-Dibenzothiophenes,"",C1-Dibenzothiophenes,ng/L,328,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C1-Fluoranthenes-Pyrenes,"",C1-Fluoranthenes/Pyrenes,ng/L,329,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C1-Fluorenes,"",C1-Fluorenes,ng/L,1345,1,"",2,1,,,1,,,C1-Fluorenes,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C1-Naphthalenes,"",C1-Naphthalenes,ng/L,1346,1,"",2,1,,,1,,,C1-Naphthalenes,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C1-Phenanthrenes-Anthracenes,"",C1 Phenanthrenes/Anthracenes,ng/L,330,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C2,74-84-0,"ethane, dissolved in water",mg/L,1347,1,"",2,1,,,1,,,ethane,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C20H28O2,"",C20H28O2,ng/L,1348,1e-06,"",2,1,,,1,,,C20H28O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C20H30O2,"",C20H30O2,ng/L,1349,1e-06,"",2,1,,,1,,,C20H30O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C20H32O2,"",C20H32O2,ng/L,1350,1e-06,"",2,1,,,1,,,C20H32O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C20H34O2,"",C20H34O2,ng/L,1351,1e-06,"",2,1,,,1,,,C20H34O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C20H36O2,"",C20H36O2,ng/L,1352,1e-06,"",2,1,,,1,,,C20H36O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C20H38O2,"",C20H38O2,ng/L,1353,1e-06,"",2,1,,,1,,,C20H38O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C21H30O2,"",C21H30O2,ng/L,1354,1e-06,"",2,1,,,1,,,C21H30O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C21H32O2,"",C21H32O2,ng/L,1355,1e-06,"",2,1,,,1,,,C21H32O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C21H34O2,"",C21H34O2,ng/L,1356,1e-06,"",2,1,,,1,,,C21H34O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C21H36O2,"",C21H36O2,ng/L,1357,1e-06,"",2,1,,,1,,,C21H36O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C21H38O2,"",C21H38O2,ng/L,1358,1e-06,"",2,1,,,1,,,C21H38O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C21H40O2,"",C21H40O2,ng/L,1359,1e-06,"",2,1,,,1,,,C21H40O2,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C2-Benzo-a-anthracenes-Chrysenes,"",C2-Benzo[a]anthracenes/Chrysenes,ng/L,332,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C2-Benzofluoranthenes-Benzopyrenes,"",C2-Benzofluoranthenes/Benzopyrenes,ng/L,333,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C2-Biphenyls,"",C2-Biphenyls,ng/L,334,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C2-Dibenzothiophenes,"",C2-Dibenzothiophenes,ng/L,336,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C2-Fluoranthenes-Pyrenes,"",C2-Fluoranthenes/Pyrenes,ng/L,337,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C2-Fluorenes,"",C2-Fluorenes,ng/L,338,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C2-Naphthalenes,"",C2-Naphthalenes,ng/L,339,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C2-Phenanthrenes-Anthracenes,"",C2 Phenanthrenes/Anthracenes,ng/L,340,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C3,74-98-6,"propane, dissolved in water",mg/L,1360,1,"",2,1,,,1,,,propane,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C3-Benzo-a-anthracenes-Chrysenes,"",C3-Benzo[a]anthracenes/Chrysenes,ng/L,342,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C3-Dibenzothiophenes,"",C3-Dibenzothiophenes,ng/L,344,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C3-Fluoranthenes-Pyrenes,"",C3-Fluoranthenes/Pyrenes,ng/L,345,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C3-Fluorenes,"",C3-Fluorenes,ng/L,346,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C3-Naphthalenes,"",C3-Naphthalenes,ng/L,347,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C3-Phenanthrenes-Anthracenes,"",C3-Phenanthrenes/Anthracenes,ng/L,348,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C4-Benzo-a-anthracenes-Chrysenes,"",C4-Benzo[a]anthracenes/Chrysenes,ng/L,349,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C4-Dibenzothiophenes,"",C4-Dibenzothiophenes,ng/L,351,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C4-Fluoranthenes-Pyrenes,"",C4-Fluoranthenes/Pyrenes,ng/L,352,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C4-Naphthalenes,"",C4-Naphthalenes,ng/L,354,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C4-Phenanthrenes-Anthracenes,"",C4-Phenanthrenes/Anthracenes,ng/L,355,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C6H4BrF,460-00-4,"Bromofluorobenzene, 4-",%,1361,1,"",2,1,,,1,,,"Bromofluorobenzene, 4-, %","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C6H4F2,"","Difluorobenzene, 1,4-",%,1362,1,"",2,1,,,1,,,"Difluorobenzene, 1,4-, %","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C7H4BrF3,392-83-6,"Bromobenzotrifluoride, 2-",%,1363,1,"",2,1,,,1,,,"Bromobenzotrifluoride, 2-, %","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
C7H6Cl2,95-75-0,"Dichlorotoluene, 3,4-",%,1364,1,"",3,1,,,1,,,"Dichlorotoluene, 3,4-, %","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Ca-D,"","Calcium, dissolved",mg/L,1061,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Ca-E,"","Calcium, extractable",mg/L,1061,1,"",2,1,6,6,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Caff,"",Caffeine,mg/L,356,1,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
caffeine,"",Personal Care Products,ng/L,356,1e-06,"",3,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Camp,474-62-4,Campesterol,ng/L,1365,1,"",2,1,,,1,,,Campesterol,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
carbamazepine,"",Pharmaceuticals,ng/l,357,1e-06,"",3,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Cash,"",Cashmeran,ng/L,360,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Ca-T,"","Calcium, total",mg/L,1061,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Ca-T_S,"","Calcium, Total in Sediment",mg/kg,1061,1,mg/kg,2,2,19,19,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
Cations_EQCal,"",Major Cations Calculated Post Import,meq/L,1149,1,"",2,1,,,3,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Cations_Lab,"",Cation Sum Calculated by Lab,meq/L,1149,1,"",2,1,,,3,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
CationsCks,"",RPD Sum Cations and Sp Conductivity,%,1366,1,"",3,1,,,3,,,RPD Sum Cations and Sp Conductivity,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
